Σχολή, Εξάμηνο, Ημέρα, Ώρα, Μάθημα, Καθηγητής, Χώρος, Φοιτητές
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 3, Πέμπτη, 18:00-20:00, Ιταλικά III, F. Perri, Αίθουσα 5, 
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 3, Παρασκευή, 8:00-10:00, Αγγλικά III: Βιβλιογραφική Έρευνα στην Πολιτική και Οικονομική Επιστήμη, Ι. Παπαδοπούλου, Αίθουσα 5, 
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 3, Παρασκευή, 10:00-13:00, Εισαγωγή στη Χρηματοοικονομική Διοίκηση, Μ. Μαθιουλάκης, Αμφιθέατρο 4, 
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 3, Παρασκευή, 13:00-16:00, Στοιχεία Οργάνωσης και Διοίκησης Επιχειρήσεων, Δ. Χατζηνικολάου, Αίθουσα 11, 
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 3, Παρασκευή, 18:00-20:00, Ισπανικά III, , Αίθουσα 11, 
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 5, Δευτέρα, 8:00-11:00, The United States of America Grand Strategy in the 21st Century, Σπ. Λίτσας, Αμφιθέατρο 5, 
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 5, Δευτέρα, 12:00-15:00, Διεθνείς Σχέσεις των Μικρών Κρατών στην Ε.Ε, Ρ. Παίδη, Αίθουσα 1, 
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 5, Δευτέρα, 15:00-18:00, Σύγχρονη Διπλωματική Πρακτική, Ν. Λυσιγάκης, Αίθουσα 1, 
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 5, Τρίτη, 11:00-14:00, Θεωρία Πολέμου, Σ. Λίτσας, Αμφιθέατρο 4, 
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 5, Τρίτη, 14:00-17:00, Ελληνική Εξωτερική Πολιτική, Γ. Βοσκόπουλος, Αίθουσα 1, 
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 5, Τρίτη, 17:00-20:00, Τεχνητή Νοημοσύνη Κυβερνοασφάλεια και Ψηφιακές Διεθνείς Σχέσει, Α. Μποζίνης, Αμφιθέατρο 4, 
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 5, Τετάρτη, 10:00-13:00, Ευρωπαϊκή Ρυθμιστική και Δημοσιονομική Διακυβέρνηση & Εθνικές Επιλογές, Σ. Μπουτσιούκη, Αίθουσα 6, 
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 5, Τετάρτη, 13:00-16:00, Πολιτική και Εκλογική Συμπεριφορά, Ι. Κων/νίδης, Αίθουσα 7, 
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 5, Πέμπτη, 12:00-15:00, Αναπτυξιακή Πολιτική της Ε.Ε: Οικονομία Κοινωνικό Μοντέλο Βιώσιμη Ανάπτυξη, Ι. Παπαδόπουλος, Αίθουσα 5, 
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 5, Πέμπτη, 19:00-22:00, Διεθνής Οικονομική Ανάπτυξη και Οικονομικές Σχέσεις της ΝΑ Ευρώπης, Α. Μπιτζένης, Αίθουσα Συνεδρίων, 
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 5, Παρασκευή, 9:00-12:00, Συγκρότητη και Εξέλιξη του Συστήματος των Κρατών της Μέσης Ανατολής, Κ. Ζάρρας, Αμφιθέατρο 5, 
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 5, Παρασκευή, 12:00-15:00, Εισαγωγή στη Διαχείρηση Οικονομικών Κινδύνων στο Διεθνές Περιβάλλον, Α. Κιόχος, Αμφιθέατρο 5, 
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 5, Παρασκευή, 15:00-18:00, Η Ορθόδοξη Εκκλησία στον Ψυχρό Πόλεμο και στο Σύγχρονο Διεθνές Σύστημα, Π. Σεραφείμ, Αίθουσα 7, 
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 7, Δευτέρα, 10:00-12:00, Στρατηγικές Σπουδές, Φ. Μπέλλου, Αίθουσα 7, Πολιτικών Σπουδών και Διπλωματίας
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 7, Δευτέρα, 13:00-16:00, Διεθνής Προστασία των Δικαιωμάτων του Ανθρώπου, Κ. Χαίνογλου, Αίθουσα 7, Πολιτικών Σπουδών και Διπλωματίας
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 7, Δευτέρα, 16:00-19:00, Δημόσια Διπλωματία και Στρατηγική Επικοινωνία, Φ. Μπέλλου Ρ. Παίδη, Αίθουσα 7, Πολιτικών Σπουδών και Διπλωματίας
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 7, Τρίτη, 9:00-12:00, Digital Media and Society, Δ. Βαγιάνος, Αίθουσα 7, 
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 7, Τρίτη, 12:00-15:00, Ασιατικές Δυνάμεις στο Διεθνές Πολιτικοοικονομικό Σύστημα, Γ. Σπυρόπουλος, Αίθουσα 7, Πολιτικών Σπουδών και Διπλωματίας
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 7, Τρίτη, 17:00-20:00, Σύγχρονη Διπλωματία Οικονομία και Επιχειρήσεις, Ρ. Παίδη, Αίθουσα 7, 
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 7, Τετάρτη, 9:00-12:00, Ευρωπαϊκή Ένωση στο Διεθνές Σύστημα, Φ. Μπέλλου, Αίθουσα 7, Πολιτικών Σπουδών και Διπλωματίας
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 7, Τετάρτη, 12:00-15:00, Πολιτική και Οικονομική Διακυβέρνηση ΕυρωπαΪκής Ένωσης, Γ. Βοσκόπουλος, Αίθουσα 1, Πολιτικών Σπουδών και Διπλωματίας
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 7, Τετάρτη, 15:00-18:00, Διεθνής Πολιτική Ενέργειας Περιβάλλοντος και Φυσικών Πόρων, Κ. Μικέλης, Αίθουσα 11, Πολιτικών Σπουδών και Διπλωματίας
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 7, Τετάρτη, 18:00-21:00, Ειδικά Θέματα Σύγχρονης Ιστορίας, Ν. Βασιλειάδης, Αμφιθέατρο 4, Πολιτικών Σπουδών και Διπλωματίας
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 7, Πέμπτη, 12:00-15:00, Περιφερειακές Σπουδές & Διεθνείς Σχέσεις: η Προσέγγιση των Περιφερειακών Συστημάτων, Κ. Ζάρρας, Αίθουσα 1, Πολιτικών Σπουδών και Διπλωματίας
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 7, Πέμπτη, 17:00-20:00, Διαχείρηση Απειλών Κινδύνων και Καταστροφών στην Παγκόσμια & Πλανητική Ασφάλεια, Α. Μποζίνης, Αίθουσα 7, 
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 7, Παρασκευή, 9:00-12:00, Πολιτική Σκέψη Ελευθερία και Δημοκρατία, Σ. Μακρής, Αίθουσα 7, Πολιτικών Σπουδών και Διπλωματίας
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 7, Παρασκευή, 12:00-15:00, Κοινωνική Ευρώπη: Πολιτική και Οικονομία, Σ. Μπουτσιούκη, Αίθουσα 7, 
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 7, Παρασκευή, 15:00-18:00, Δίκαιο της Ε.Ε I: Οι Θεσμοί και ο Πολίτης, Δ. Τσολάκη, Αίθουσα 1, Πολιτικών Σπουδών και Διπλωματίας
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 7, Παρασκευή, 18:00-21:00, Ευρωπαϊκή Διπλωματία στον 20ο Αιώνα, Δ. Ζούνης, Αίθουσα 1, Πολιτικών Σπουδών και Διπλωματίας
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 7, Δευτέρα, 11:00-14:00, Ηγεσία στη Διεθνή Διοίκηση, Σ. Τριαντάρη, Αμφιθέατρο 4, Διεθνών & Ευρωπαικών Οικονομικών Σπουδών
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 7, Δευτέρα, 18:00-21:00, Οικονομετρία I, Θ. Δεργιάδες, Αμφιθέατρο 4, Διεθνών & Ευρωπαικών Οικονομικών Σπουδών
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 7, Τετάρτη, 12:00-15:00, Διεθνείς Νομισματικές Σχέσεις, Χ. Νίκας, Αμφιθέατρο 5, Διεθνών & Ευρωπαικών Οικονομικών Σπουδών
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 7, Πέμπτη, 9:00-12:00, Μικροοικονομική Θεωρία, Γ. Σκευάς, Αίθουσα 1, Διεθνών & Ευρωπαικών Οικονομικών Σπουδών
Διεθνών & Ευρωπαϊκών Σπουδών, εξάμηνο 7, Πέμπτη, 12:00-15:00, Διεθνές Εμπόριο, Χ. Νίκας, Αμφιθέατρο 5, Διεθνών & Ευρωπαικών Οικονομικών Σπουδών
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 1, Δευτέρα, 8:00-11:00, Φιλοσοφία της Παιδείας, , Αίθουσα 5, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 1, Δευτέρα, 19:00-22:00, Πληροφορική I: Εισαγωγή στους Η/Υ, Φαχαντίδης Νικόλαος, Κεντρο Η/Υ, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 1, Τρίτη, 10:00-12:00, Γερμανικά, , Αμφιθέατρο 5, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 1, Τρίτη, 10:00-13:00, Αγγλικά I, , Αίθουσα 4, Α-Μα
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 1, Τρίτη, 12:00-14:00, Γαλλικά I (ενισχυτική), , Αίθουσα 1, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 1, Τρίτη, 15:00-18:00, Αγγλικά I, , Αμφιθέατρο 9, Με-Ω
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 1, Τρίτη, 19:00-22:00, Εισαγωγή στην Παιδαγωγική, Παμπούρη Αναστασία, Αμφιθέατρο 2, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 1, Τετάρτη, 8:00-10:00, Ιταλικά I, , Αμφιθέατρο 4, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 1, Τετάρτη, 10:00-11:00, Γαλλικά I, , Αίθουσα 4, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 1, Τετάρτη, 10:00-12:00, Γερμανικά I, , Αίθουσα 1, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 1, Τετάρτη, 12:00-15:00, Πληροφορική I: Εισαγωγή στους Η/Υ, Φαχαντίδης Νικόλαος, Κεντρικό Η/Υ, Με-Ω
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 1, Πέμπτη, 8:00-11:00, Κοινωνιολογία της Εκπαίδευσης, , Αμφιθέατρο 4, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 1, Πέμπτη, 11:00-14:00, Εισαγωγή στην Παιδαγωγική, Παμπούρη Αναστασία, Αμφιθέατρο 4, Με-Ω
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 1, Πέμπτη, 17:00-20:00, Συμβουλευτική & Επαγγελματικός Προσανατολισμός Πεδίο Θεωρία Μεθοδολογία, Συριοπούλου-Δελλή Χριστίνα, Αμφιθέατρο 2, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 1, Παρασκευή, 8:00-11:00, Γαλλικά I, , Αίθουσα 8, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 1, Παρασκευή, 12:00-15:00, Εισαγωγή στην Ειδική Αγωγή & Εκπαίδευση, Καρτασίδου Λευκοθέα, Αίθουσα 5, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 1, Παρασκευή, 17:00-19:00, Ιταλικά I, , Αμφιθέατρο 4, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 3, Δευτέρα, 8:00-11:00, Εκπαίδευση Ενηλίκων για Ευπαθείς Κοινωνικά Ομάδες, , Αίθουσα 11, Σ.Ε
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 3, Δευτέρα, 11:00-14:00, Εφαρμογές της Στατιστικής στις Κοινωνικές Επιστήμες, Ζαφειρόπουλος Κωνσταντίνος, Αμφιθέατρο 8, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 3, Δευτέρα, 15:00-17:00, Γαλλικά III, , Αίθουσα 6, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 3, Δευτέρα, 15:00-17:00, Ιταλικά III, , Αμφιθέατρο 4, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 3, Δευτέρα, 17:00-20:00, Εργαστήριο Ψυχοκινητικής Αγωγής και Μάθησης, Βαρσάμης Παναγιώτης, Αμφιθέατρο 2, ΑΜΕΑ
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 3, Τρίτη, 8:00-11:00, Σχολική Ψυχολογία, Γιαννούλη Βασιλική, Αμφιθέατρο 4, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 3, Τρίτη, 11:00-14:00, Εισαγωγή στην Υποστηρικτική Τεχνολογία, , Αμφιθέατρο 7, ΑΜΕΑ
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 3, Τρίτη, 14:00-16:00, Γαλλικά III, , Αίθουσα 2, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 3, Τρίτη, 19:00-22:00, Εργαστήριο Νοηματικής Γλώσσας I, , Αμφιθέατρο 7, ΑΜΕΑ
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 3, Τετάρτη, 8:00-10:00, Γερμανικά III, , Αίθουσα 1, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 3, Τετάρτη, 15:00-18:00, Εκπαίδευση Ατόμων με Προβλήματα Συμπεριφοράς, Συριοπούλου-Δελλή Χριστίνα, Αμφιθέατρο 4, ΑΜΕΑ
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 3, Τετάρτη, 19:00-22:00, Πληροφορική III Εφαρμογές Πληροφορικής στην Εκπαίδευση, Φαχαντίδης Νικόλαος, Κεντρικό Η/Υ, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 3, Πέμπτη, 8:00-11:00, Αγγλικά III, , Αίθουσα 3, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 3, Πέμπτη, 8:00-10:00, Γερμανικά III, , Αίθουσα 7, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 3, Πέμπτη, 11:00-14:00, Συμβουλευτική Ψυχολογία, , Αίθουσα 11, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 3, Πέμπτη, 18:00-20:00, Ιταλικά III, , Αίθουσα 5, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 3, Παρασκευή, 11:00-14:00, Αναπτυξιακή Ψυχολογία, Πλατσίδου Μαρία, Αίθουσα 9, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 3, Παρασκευή, 14:00-17:00, Μαθητών με Ειδικές Μαθησιακές Δυσκολίες στο Γενικό Σχολείο και σε ΣΜΕΑΕ, , Αμφιθέατρο 7, ΑΜΕΑ
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 3, Παρασκευή, 19:00-22:00, Πληροφορική III Εφαρμογές Πληροφορικής στην Εκπαίδευση, Φαχαντίδης Νικόλαος, Κεντρικό Η/Υ, Με-Ω
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 5, Δευτέρα, 8:00-11:00, Εφαρμογές Σχολικής Ψυχολογίας στην Ειδική Αγωγή ή σε Παιδιά με Ειδικές Εκπαιδευτικές Ανάγκες, Γιαννούλη Βασιλική, Αμφιθέατρο 4, ΑΜΕΑ
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 5, Δευτέρα, 11:00-14:00, Εργασιακές Σχέσεις Ενσωμάτωση και Κοινωνική Στήριξη Ατόμων με Αναπηρία στην Εργασία, Παπακωνσταντίνου Δόξα, Αμφιθέατρο 8, ΑΜΕΑ
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 5, Δευτέρα, 11:00-14:00, Προσόντα και Ευφυή Συστήματα Μάθησης και Ανάπτυξης Δεξιοτήτων στο Χώρο Εργασίας, , Αμφιθέατρο 10, Σ.Ε
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 5, Τρίτη, 11:00-14:00, Δια Βίου Μάθηση και Διαχείρηση Δεξιοτήτων, , Αίθουσα 11, Σ.Ε
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 5, Τρίτη, 15:00-18:00, Δεξιότητες Διαχείρησης Ζωής και Σταδιοδρομίας, , Αίθουσα 11, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 5, Τετάρτη, 8:00-11:00, Διδακτική Μεθοδολογία για την Εκπαίδευση των ΑΜΕΑ στο Γενικό Σχολείο και σε ΣΜΕΔΕ, , Αμφιθέατρο 5, ΑΜΕΑ
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 5, Τετάρτη, 8:00-11:00, Η Δυναμική της Ομάδας στην Εκπαίδευση Θεωρητικές και Πρακτικές Προσεγγύσεις, , Αμφιθέατρο 6, Σ.Ε
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 5, Τετάρτη, 16:00-19:00, Εφαρμογές Συμβουλευτικής Ψυχολογίας στην Εκπαίδευση, , Αμφιθέατρο 10, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 5, Τετάρτη, 19:00-22:00, Εργαστήριο Νοηματικής III, , Αμφιθέατρο 10, ΑΜΕΑ
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 5, Πέμπτη, 8:00-11:00, Εκπαίδευση Ατόμων με Προβλήματα Ακοής, Οκαλίδου Αρετή, Αίθουσα 8, ΑΜΕΑ
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 5, Πέμπτη, 16:00-19:00, Η Συναισθηματική Νοημοσύνη στην Εκπαίδευση & την Εργασία, , Αμφιθέατρο 5, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 5, Πέμπτη, 19:00-22:00, Πληροφοριακή X: Εκπαιδευτικές και Κοινωνικές Εφαρμογέρς Ευφυών Τεχνολογιών και Ρομποτικής, Φαχαντίδης Νικόλαος, Κεντρικό Η/Υ, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 5, Παρασκευή, 8:00-11:00, Εκπ/ση Ατόμων με Νοητική Καθυστέρηση/Νοητικπή Αναπηρία, Καρτασίδου Λευκοθέα, Αμφιθέατρο 10, ΑΜΕΑ 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 7, Τρίτη, 19:00-22:00, Εκπαιδευτικές Παρεμβάσεις σε Μαθητές/-τριες με Κινητικές Αναπηρίες, Βαρσάμης Παναγιώτης, Αίθουσα 11, ΑΜΕΑ
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 7, Τετάρτη, 11:00-14:00, Διεθνής Εκπαίδευτική Ανάπτυξη, , Αίθουσα 4, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 7, Τετάρτη, 14:00-17:00, Βιωματικό Εργαστήριο Αντιμετώπισης Ειδικών Προβλημάτων Ομιλίας, , Αίθουσα 4, ΑΜΕΑ
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 7, Τετάρτη, 16:00-19:00, Διδακτική Φυσικών Επιστημών, , Εργαστήριο 314, Σ.Ε
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 7, Τετάρτη, 17:00-20:00, Διδακτικές Παρεμβάσεις στον Αυτισμό σε Τυπικά και μη Τυπικά Περιβάλλοντα Μάθησης, Συριοπούλου-Δελλή Χριστίνα, Αίθουσα 5, ΑΜΕΑ
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 7, Πέμπτη, 8:00-11:00, Άσκηση και Ποιότητα Ζωής I, , Αίθουσα 4, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 7, Πέμπτη, 12:00-15:00, Πρόσβαση στην Αγορά Εργασίας των ΝΕΕΤs (Νέων Εκτός Απασχόλησης Εκπαίδευσης ή Κατάρτησης-ΕΑΕΚ), Παπακωνσταντίνου Δόξα, Αμφιθέατρο 11, 
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 7, Πέμπτη, 19:00-22:00, Εργαστήριο Νοηματικής Γλώσσας V, , Αμφιθέατρο 5, ΑΜΕΑ
Εκπαιδευτική & Κοινωνική Πολιτική, εξάμηνο 7, Παρασκευή, 9:00-12:00, Οργάνωση και Διοίκηση Έργων στην Εκπαίδευση-Project Management, , Αίθουσα 11, Σ.Ε
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 9:00-11:00, Ρωσικά I, Κόκκινη, Αμφιθέατρο 9, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 9:00-12:00, Ανάλυση I, Βουβάρης, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 9:00-12:00, Εισαγωγή στην Ακουστική, Νηστικάκης, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 9:00-14:00, Λαούτο, Παπαγιαννίδης, Εργαστήριο ΜΕΤ, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 9:00-14:00, Πιανιστική Απόδοση Παρτιτούρας I-III & Πιάνο για Διευθυντές I-III-V, Ζγούρας, Στούντιο 1, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 9:30-12:00, Ιστορία Μουσικής I, Ρετζεπέρη, Αίθουσα Τηλεκπαίδευσης, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 10:00-12:00, Μουσική Παιδαγωγική III, Στάμου, Αμφιθέατρο Τελετών, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 10:00-14:00, Δημοτικό τραγούδι, Καρακώστας, Αίθουσα Παραδοσιακής, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 10:00-17:00, Ερμηνεία και Εκτέλεση Ψαλτικής-(Ειδίκευση & Καλλιτεχνικό Αντικείμενο), Πατρώνας, Αίθουσα Συνεδριάσεων Τμήματος-4ος Όροφος, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 11:00-13:00, Ρωσικά III, Κόκκινη, Αμφιθέατρο 9, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 12:00-14:00, Εισαγωγή στη Μουσική Ψυχολογία, Κονιάρη, Αίθουσα Τηλεκπαίδευσης, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 12:00-14:00, Εισαγωγή στην Σενκεριανή Ανάλυση, Βουβάρης, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 12:00-14:00, Ελληνική Δημοτικοί Χοροί I, Δαιλόγλου, Γήπεδο Μπάσκετ, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 12:00-14:00, Παραστατική Συνόλων-Καλλιτεχνικό Αντικείμενο, Πορφυρίδης, Αμφιθέατρο Τελετών, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 14:00-16:00, Πιάνο Κ.Α/Πιανιστική Συνοδεία Φοιτητών, Σιδηροπούλου, Στούντιο 1/σε Συνεννόηση, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 14:00-17:00, Άσκηση Ακοής Βυζαντινής Μουσικής-Παραλλαγή-Ορθογραφία I, Βασιλείου, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 14:00-17:00, Αυτοσχεδιαστική και Πειραματική Μουσική: Θεψρία και Πράξη, Πορφυριάδης, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 14:00-20:00, Δημοτικό τραγούδι, Διονυσίου, Αίθουσα Παραδοσιακής, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 14:00-22:00, Βιόλα, Σουργκούνης, Εργαστήριο ΜΕΤ, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 15:00-17:00, Γαλλικά III, Τσιγαρά, Αίθουσα 8, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 15:00-17:00, Ιταλικά III, Peri, Αμφιθέατρο 4, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 15:00-21:00, Σαντούρι, Πασχαλίδης, Στούντιο 2, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 15:00-21:00, Χορωδία, Μελιγκοπούλου, Αμφιθέατρο Τελετών, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 16:00-18:00, Όργανο Επιλογής: Κρουστά Παραδοσιακής, Λάιος, Αμφιθέατρο 14, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 17:00-18:30, Κόρνο, Φείζος, Αίθουσα Συνεδριάσεων Τμήματος 4ος-Όροφος, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 17:00-19:00, Διδακτική της Ψαλτικής I, Πετρώνας, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 17:00-20:00, Τρομπέτα, Γκόγκας, Στούντιο 3, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 19:00-21:00, Ρυθμική Πρακτική-Κρουστά, Λάιος, Αίθουσα Τηλεκπαίδευσης, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 19:00-21:00, Χοροστάσια, Πατρώνας, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 20:00-22:00, Φωνητικό Εργαστήριο, Αχαλινοτόπουλος/Χαλκιάς, Αίθουσα Συνεδριάσεων Τμήματος-4ος Όροφος, 
Μουσικής Επιστήμης & Τέχνης, , Δευτέρα, 21:00-22:00, Ρεπερτόριο Ψαλτικής Ελ. Επιλογής Σύνολο, Πατρώνας, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 8:00-10:00, Μουσική Παιδαγωγική III (Φροντιστηριακό), Στάμου-Κονιάρη, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 8:00-11:00, Θεωρία και Πρακτική της Τονικής Μουσικής I, Βουβάρης, Αίθουσα Συνεδρίων, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 9:00-11:00, Ειδικά Θέματα Ακουστικής, Νηστικάκης, Αίθουσα Συνεδριάσεων Τμήματος-4ος Όροφος, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 9:00-14:00, Λαούτο-Λύρα, Σινόπουλος, Εργαστήριο ΜΕΤ, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 9:00-15:00, Δημοτικό τραγούδι, Διονυσίου, Αίθουσα Παραδοσιακής, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 10:00-12:00, Γερμανικά I, Στράντζου, Αμφιθέατρο 5, 
